,Description of intake location changes,Description of noncompliance with terms and conditions,Description of place of use changes,Description of type of use changes,I am complying with all terms and conditions,I have reviewed my water right permit,Intake location has been changed,Place of use has changed,Type of use has changed,ApplID,Report_ID
942,,,,,Yes,,,,,A011892,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=292802
943,,,,,Yes,,,,,A011892,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=339996
944,,,,,Yes,Yes,,,,A011892,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36898
945,,,,,Yes,Yes,,,,A011892,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49511
946,,,,,Yes,,,,,A011892,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84584
947,,,,,Yes,,,,,A011989,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=110459
948,,,,,Yes,,,,,A011989,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=110460
949,,,,,Yes,,,,,A011989,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=110461
950,,,,,Yes,,,,,A011989,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=110462
951,,,,,Yes,,,,,A011989,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=110463
952,,,,,Yes,,,,,A011989,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=110464
953,,,,,Yes,,,,,A011989,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112010
954,,,,,Yes,,,,,A011989,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=150553
955,,,,,Yes,,,,,A011989,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156473
956,,,,,Yes,,,,,A011989,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207624
957,,,,,Yes,,,,,A011989,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235185
958,,,,,Yes,,,,,A011989,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293136
959,,,,,Yes,,,,,A011989,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=341074
960,,,,,Yes,,,,,A011989,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37742
961,,,,,Yes,,,,,A011989,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50057
962,,,,,Yes,,,,,A011989,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84794
963,,,,,Yes,,,,,A012060,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112199
964,,During some days in 2013 JLPUD diverted water to the Clark Treatment Plant when the bypass amount at Fern Creek may have fallen below the required 200 gpm.  JLPUD filed Petitions for Change in 2014 to request a reduction in the required minimum flow amount in Fern Creek.  The Petitions are pending.,,,No,,,,,A012060,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156315
965,,,,,Yes,,,,,A012060,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207807
966,,,,,Yes,,,,,A012060,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235186
967,,,,,Yes,,,,,A012060,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=292980
968,,,,,Yes,,,,,A012060,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=339992
969,,,,,Yes,Yes,,,,A012060,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37507
970,,,,,Yes,Yes,,,,A012060,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50033
971,,,,,Yes,,,,,A012060,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84982
972,,,,,Yes,,,,,A012140,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=113107
973,,,,,Yes,,,,,A012140,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157027
974,,,,,Yes,,,,,A012140,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=182356
975,,,,,Yes,,,,,A012140,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=182357
976,,,,,Yes,,,,,A012140,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=182382
977,,,,,Yes,,,,,A012140,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=182402
978,,,,,Yes,,,,,A012140,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=182406
979,,,,,Yes,,,,,A012140,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207984
980,,,,,Yes,,,,,A012140,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235187
981,,,,,Yes,,,,,A012140,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293686
982,,,,,Yes,Yes,,,,A012140,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37411
983,,,,,,,,,,A012140,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=48478
984,,,,,Yes,Yes,,,,A012140,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50397
985,,,,,Yes,,,,,A012140,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85897
986,,,,,Yes,,,,,A012178,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=111801
987,,,,,Yes,,,,,A012178,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156474
988,,,,,Yes,,,,,A012178,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207441
989,,,,,Yes,,,,,A012178,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235188
990,,,,,Yes,,,,,A012178,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293137
991,,,,,Yes,,,,,A012178,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340919
992,,,,,Yes,Yes,,,,A012178,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36670
993,,,,,Yes,Yes,,,,A012178,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50562
994,,,,,Yes,,,,,A012178,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84585
995,,,,,Yes,,,,,A012179,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112200
996,,,,,Yes,,,,,A012179,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=152479
997,,The project has not been built yet.,,,No,,,,,A012179,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157222
998,,The project has not been built yet.,,,No,,,,,A012179,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207442
999,,The project has not been built yet.,,,No,,,,,A012179,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235189
1000,,,,,Yes,,,,,A012179,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340716
1001,,,,,Yes,,,,,A012179,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37270
1002,,,"Per WR 2009-0063, petitions were filed Jan 22, 2010.","Per WR 2009-0063, petitions were filed Jan 22, 2010.",Yes,Yes,,Yes,Yes,A012179,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50259
1003,,,,,Yes,,,,,A012179,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84983
1004,,,,,Yes,,,,,A012321,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=111802
1005,,,,,Yes,,,,,A012321,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156316
1006,,,,,Yes,,,,,A012321,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=182358
1007,,,,,Yes,,,,,A012321,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=182383
1008,,,,,Yes,,,,,A012321,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=182400
1009,,,,,Yes,,,,,A012321,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=182403
1010,,,,,Yes,,,,,A012321,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=182407
1011,,,,,Yes,,,,,A012321,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207625
1012,,,,,Yes,,,,,A012321,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235190
1013,,,,,Yes,,,,,A012321,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=292981
1014,,,,,Yes,Yes,,,,A012321,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37412
1015,,,,,,,,,,A012321,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=48477
1016,,,,,Yes,Yes,,,,A012321,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49710
1017,,,,,Yes,,,,,A012321,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84586
1018,,,,,Yes,,,,,A012340,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=113108
1019,,,,,Yes,,,,,A012340,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156667
1020,,,,,Yes,,,,,A012340,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207626
1021,,,,,Yes,,,,,A012340,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235191
1022,,,,,Yes,,,,,A012340,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293329
1023,,,,,Yes,,,,,A012340,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340365
1024,,,,,Yes,Yes,,,,A012340,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36674
1025,,,,,Yes,,,,,A012340,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=381701
1026,,,,,Yes,Yes,,,,A012340,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49806
1027,,,,,Yes,,,,,A012340,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85898
1028,,,,,Yes,,,,,A012342A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112011
1029,,,,,Yes,,,,,A012342A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=152699
1030,,,,,Yes,,,,,A012342A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156847
1031,,,,,Yes,,,,,A012342A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207253
1032,,,,,Yes,,,,,A012342A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235192
1033,,,,,Yes,,,,,A012342A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=290284
1034,,,,,Yes,,,,,A012342A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293506
1035,,,,,Yes,,,,,A012342A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340736
1036,,,,,Yes,,,,,A012342A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36792
1037,,,,,Yes,Yes,,,,A012342A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50313
1038,,,,,Yes,,,,,A012342A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84795
1039,,,,,Yes,,,,,A012367,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112378
1040,,,,,Yes,,,,,A012367,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156317
1041,,,,,Yes,,,,,A012367,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207254
1042,,,,,Yes,,,,,A012367,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235193
1043,,,,,Yes,,,,,A012367,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=292982
1044,,,,,Yes,,,,,A012367,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=339995
1045,,,,,Yes,Yes,,,,A012367,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36519
1046,,,,,Yes,Yes,,,,A012367,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49175
1047,,,,,Yes,,,,,A012367,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85164
1048,,,,,Yes,,,,,A012389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=111803
1049,,,,,Yes,,,,,A012389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156134
1050,,,,,Yes,,,,,A012389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207627
1051,,"Pomo Reservoir (41,000 ac-ft) has not been constructed",,,No,,,,,A012389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235194
1052,,,,,Yes,,,,,A012389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=288410
1053,,Pomo Reservoir has not been constructed,,,No,,,,,A012389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=292803
1054,,Pomo Reservoir has not been constructed,,,No,,,,,A012389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340737
1055,,,,,,,,,,A012389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36857
1056,,,,,Yes,Yes,,,,A012389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50106
1057,,,,,Yes,,,,,A012389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84587
1058,,,,,Yes,,,,,A012526,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=113109
1059,,,,,Yes,,,,,A012526,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156135
1060,,,,,Yes,,,,,A012526,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208340
1061,,,,,Yes,,,,,A012526,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=232793
1062,,,,,Yes,,,,,A012526,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235195
1063,,,,,Yes,,,,,A012526,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=288504
1064,,,,,Yes,,,,,A012526,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=292804
1065,,,,,Yes,,,,,A012526,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338603
1066,,,,,Yes,,,,,A012526,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340735
1067,The District added a point of diversion as authorized by the SWRCB,,NO,NO,Yes,Yes,Yes,,,A012526,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37235
1068,,,,,Yes,Yes,,,,A012526,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50314
1069,,,,,Yes,,,,,A012526,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85899
1070,,,,,Yes,,,,,A012578,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112571
1071,,,Petition for change in place of use submitted July 2002.,Petition for change in purpose of use submitted July 2002.,Yes,Yes,,Yes,Yes,A012578,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50398
1072,,,,,Yes,,,,,A012578,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85362
1073,,,,,Yes,,,,,A012622,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112379
1074,,,,,Yes,,,,,A012622,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157411
1075,,,,,Yes,,,,,A012622,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=182359
1076,,,,,Yes,,,,,A012622,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=182384
1077,,,,,Yes,,,,,A012622,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=182404
1078,,,,,Yes,,,,,A012622,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=182408
1079,,,,,Yes,,,,,A012622,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=182410
1080,,,,,Yes,,,,,A012622,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207255
1081,,,,,Yes,,,,,A012622,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235196
1082,,,,,Yes,,,,,A012622,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=294071
1083,,,,,Yes,Yes,,,,A012622,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37410
1084,,,,,,,,,,A012622,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=48475
1085,,,,,Yes,Yes,,,,A012622,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49629
1086,,,,,Yes,,,,,A012622,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85165
1087,,,,,Yes,,,,,A012716,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112012
1088,,,,,Yes,,,,,A012716,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=151469
1089,,,,,Yes,,,,,A012716,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157223
1090,,,,,Yes,,,,,A012716,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207628
1091,,,,,Yes,,,,,A012716,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=232254
1092,,,,,Yes,,,,,A012716,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=233740
1093,,,,,Yes,,,,,A012716,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235197
1094,,,,,Yes,,,,,A012716,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293884
1095,,,,,Yes,,,,,A012716,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=339620
1096,,,Petition for change in place of use submitted July 2002.,Petition for change in purpose of use submitted July 2002.,Yes,Yes,,Yes,Yes,A012716,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49536
1097,,,,,Yes,,,,,A012716,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84796
1098,,,,,Yes,,,,,A012842,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112762
1099,,,,,Yes,,,,,A012842,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156136
1100,,,,,Yes,,,,,A012842,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207808
1101,,,,,Yes,,,,,A012842,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235198
1102,,,,,Yes,,,,,A012842,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=292912
1103,,,,,Yes,,,,,A012842,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=339994
1104,,,,,,,,,,A012842,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37004
1105,,,,,Yes,,,,,A012842,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49443
1106,,,,,Yes,,,,,A012842,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85551
1107,,,,,Yes,,,,,A012910,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112934
1108,,,,,Yes,,,,,A012910,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156668
1109,,,,,Yes,,,,,A012910,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207443
1110,,,,,Yes,,,,,A012910,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235199
